Sample,Year,Position,new_dgg,Group_size,Coverage,Heterozygosity,Alternative,Longitude,Latitude,Height,Habitat,Habitat_order,Transect_order,dist,Habitat_North_divided,Habitat_order_North_divided
1996D215,1996,D215,G25,69,4223,0.230946882,40.10777521,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
1996D217,1996,D217,G69,4,4711,0.076982294,33.66050808,35.53425799,32.92057296,243.503815,Valley,16,14,55.22891501,Valley,16
1996D219,1996,D219,G88,3,5036,0.153964588,29.19553503,35.534245,32.92064999,244.455765,Valley,17,15,62.67160228,Valley,17
1996D220,1996,D220,G69,4,5046,0.038491147,28.96458814,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
1996D221,1996,D221,G25,69,4704,0.096227868,32.92917629,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
1996D223,1996,D223,G89,3,4965,1.789838337,32.39030023,35.53426696,32.92073901,245.493805,Valley,20,18,72.68634985,Valley,20
1996D224,1996,D224,G25,69,5120,0.019245574,27.36720554,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
1996D225,1996,D225,G25,69,5020,0.057736721,28.44495766,35.53429797,32.92079802,245.590042,Valley,22,20,79.84649602,Valley,22
1996D227,1996,D227,G25,69,4909,0.346420323,30.71593533,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
1996D228,1996,D228,G25,69,4808,0.038491147,31.67821401,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
1996D231,1996,D231,G13,80,5127,0.211701309,27.9830639,35.534245,32.92098602,245.365845,Valley,27,25,98.5682147,Valley,27
1996_Zavitan,1996,Zavitan,G35,13,4698,0.538876059,10.45034642,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002A10,2002,A10,G1,30,5164,0.32717475,27.15550423,35.53275302,32.91814104,268.042328,N_facing_slope,3,3,9.743091887,Upper_N_facing_slope,3
2002A11,2002,A11,G1,30,4134,0.211701309,41.14703618,35.53273399,32.91816199,268.065002,N_facing_slope,4,4,12.52272407,Upper_N_facing_slope,4
2002A12,2002,A12,G2,4,4968,1.020015396,31.02386451,35.53271396,32.91821899,266.433624,N_facing_slope,5,5,19.12449405,Upper_N_facing_slope,5
2002A13,2002,A13,G4,12,5098,1.03926097,29.65742879,35.53273198,32.91825796,265.523254,N_facing_slope,6,6,22.85752165,Upper_N_facing_slope,6
2002A14,2002,A14,G90,1,4951,3.233256351,32.54426482,35.53271396,32.918278,265.569275,N_facing_slope,7,7,25.41363709,Upper_N_facing_slope,7
2002A17,2002,A17,G3,58,5122,1.135488838,28.67590454,35.53270499,32.91835402,263.782684,N_facing_slope,8,8,33.84184968,Middle_N_facing_slope,1
2002A18,2002,A18,G3,58,4924,1.154734411,31.56274057,35.53268597,32.91838302,262.996338,N_facing_slope,9,9,37.38903713,Middle_N_facing_slope,2
2002A19,2002,A19,G3,58,4973,1.173979985,30.98537336,35.53269602,32.918436,260.843018,N_facing_slope,10,10,42.9519425,Middle_N_facing_slope,3
2002A20,2002,A20,G3,58,4744,0.904541955,34.18013857,35.53268999,32.918466,259.64389,N_facing_slope,11,11,46.33803537,Middle_N_facing_slope,4
2002A21,2002,A21,G3,58,5157,1.462663587,28.44495766,35.53267004,32.91850003,258.097534,N_facing_slope,12,12,50.41905323,Middle_N_facing_slope,5
2002A22,2002,A22,G3,58,4999,1.000769823,30.36951501,35.53269401,32.91852702,257.155792,N_facing_slope,13,13,52.96810293,Middle_N_facing_slope,6
2002A24,2002,A24,G8,10,5048,1.847575058,31.00461894,35.53267004,32.91863297,257.108826,N_facing_slope,14,14,64.96827285,Middle_N_facing_slope,7
2002A25,2002,A25,G8,10,4570,2.232486528,37.66358737,35.53264498,32.918666,254.142395,N_facing_slope,15,15,68.99574503,Middle_N_facing_slope,8
2002A28,2002,A28,G3,58,4478,1.578137028,38.22170901,35.53262897,32.91880396,251.986435,N_facing_slope,16,16,84.37550509,Middle_N_facing_slope,9
2002A29,2002,A29,G3,58,4665,1.077752117,35.46959199,35.53264598,32.91880698,251.988098,N_facing_slope,17,17,84.45300019,Middle_N_facing_slope,10
2002A31,2002,A31,G3,58,5133,1.116243264,28.46420323,35.53263903,32.918883,248.03595,N_facing_slope,18,18,92.91899245,Middle_N_facing_slope,11
2002A32,2002,A32,G3,58,5086,2.73287144,29.59969207,35.53260801,32.918912,249.35939,Narrow_valley,1,19,96.56048328,Narrow_valley,1
2002A39,2002,A39,G11,47,4241,0.269438029,40.01154734,35.53263098,32.91917201,247.65683,Narrow_valley,3,21,124.9255569,Narrow_valley,3
2002A41,2002,A41,G20,69,5170,0.269438029,28.04080062,35.532563,32.91930302,248.250107,Narrow_valley,4,22,140.2114468,Narrow_valley,4
2002A46,2002,A46,G13,80,5188,0.076982294,27.02078522,35.532563,32.91944199,250.390121,S_facing_slope,1,23,155.5322094,S_facing_slope,1
2002A47,2002,A47,G13,80,5194,0.076982294,26.94380293,35.53258496,32.91946102,251.364975,S_facing_slope,2,24,157.3791609,S_facing_slope,2
2002A48,2002,A48,G13,80,5188,0.134719015,26.98229407,35.53257499,32.91947996,251.441467,S_facing_slope,3,25,159.5835229,S_facing_slope,3
2002A49,2002,A49,G13,80,4725,0.038491147,33.46805235,35.53257599,32.91949698,251.399948,S_facing_slope,4,26,161.4532001,S_facing_slope,4
2002A51,2002,A51,G91,1,5125,3.560431101,29.17628945,35.53257901,32.91956697,252.559357,S_facing_slope,5,27,169.1595275,S_facing_slope,5
2002A52,2002,A52,G11,47,5146,0.096227868,27.42494226,35.53255202,32.91959798,254.900055,S_facing_slope,6,28,172.8855998,S_facing_slope,6
2002A54,2002,A54,G13,80,4472,0.115473441,37.00923788,35.53256099,32.919659,258.291748,S_facing_slope,7,29,179.5292409,S_facing_slope,7
2002A56,2002,A56,G16,11,4841,1.000769823,15.85835258,35.532563,32.91969999,258.071533,S_facing_slope,8,30,184.0416945,S_facing_slope,8
2002A57,2002,A57,G16,11,5116,1.193225558,11.31639723,35.532548,32.91974299,259.146393,S_facing_slope,9,31,188.9565785,S_facing_slope,9
2002A59,2002,A59,G16,11,5116,0.981524249,11.08545035,35.53248899,32.919788,261.776764,S_facing_slope,10,32,194.6331964,S_facing_slope,10
2002A63,2002,A63,G52,7,5107,1.809083911,11.02771363,35.53246502,32.91999302,273.239288,S_facing_slope,11,33,217.5463136,S_facing_slope,11
2002A72,2002,A72,G75,5,4796,1.250962279,32.83294842,35.53235304,32.92035202,276.924683,Plateau,1,34,258.6095279,Plateau,1
2002A74,2002,A74,G11,47,5145,0.211701309,27.59815242,35.53235698,32.92043801,276.619934,Plateau,2,35,268.0154878,Plateau,2
2002A76,2002,A76,G17,37,4839,0.211701309,32.46728253,35.53239,32.92050297,275.794098,Plateau,3,36,274.7406323,Plateau,3
2002A77,2002,A77,G46,5,5095,0.423402617,29.19553503,35.53237902,32.92051798,276.078278,Plateau,4,37,276.5345644,Plateau,4
2002A8,2002,A8,G18,7,4688,0.750577367,35.16166282,35.53278202,32.91805697,269.774475,N_facing_slope,1,1,0,Upper_N_facing_slope,1
2002A81,2002,A81,G22,39,5043,1.154734411,30.17705928,35.53236804,32.92061202,278.216553,Plateau,5,38,287.0455399,Plateau,5
2002A9,2002,A9,G1,30,5164,0.153964588,27.23248653,35.53276199,32.91811103,269.161438,N_facing_slope,2,2,6.302295017,Upper_N_facing_slope,2
2002B101,2002,B101,G20,69,5166,1.520400308,28.31023865,35.53214097,32.92024598,281.308899,Plateau,13,7,42.04077058,Plateau,13
2002B102,2002,B102,G20,69,5166,0.365665897,28.06004619,35.53215296,32.92024297,279.60907,Plateau,14,8,43.20968977,Plateau,14
2002B106,2002,B106,G13,80,4932,0.057736721,30.63895304,35.53234398,32.920235,275.900726,Plateau,16,10,60.62118352,Plateau,16
2002B108,2002,B108,G75,5,4982,1.000769823,30.35026944,35.532375,32.92024104,275.937103,E_facing_slope,1,11,63.28978681,E_facing_slope,1
2002B111,2002,B111,G11,47,4699,0.134719015,33.83371824,35.53252202,32.92022704,272.351959,E_facing_slope,2,12,77.05138523,E_facing_slope,2
2002B112,2002,B112,G77,10,4914,0.577367206,31.73595073,35.532605,32.920235,270.564178,E_facing_slope,3,13,84.50766614,E_facing_slope,3
2002B113,2002,B113,G17,37,5167,0.404157044,27.65588915,35.532634,32.92019301,270.641907,E_facing_slope,4,14,88.07546755,E_facing_slope,4
2002B114,2002,B114,G17,37,5181,0.096227868,27.42494226,35.532663,32.92019896,269.6588745,E_facing_slope,5,15,90.58498773,E_facing_slope,5
2002B115,2002,B115,G17,37,4253,0.461893764,40.68514242,35.53271798,32.92019201,268.675842,E_facing_slope,6,16,95.77279261,E_facing_slope,6
2002B116,2002,B116,G20,69,4421,0.134719015,38.24095458,35.53275101,32.920176,267.304169,E_facing_slope,7,17,99.16099323,E_facing_slope,7
2002B117,2002,B117,G22,39,5157,0.461893764,28.40646651,35.53279401,32.920177,266.126526,E_facing_slope,8,18,103.0684816,E_facing_slope,8
2002B119,2002,B119,G22,39,4171,0.500384911,42.60969977,35.53286098,32.92016904,264.822601,E_facing_slope,9,19,109.3767725,E_facing_slope,9
2002B120,2002,B120,G22,39,5113,0.673595073,29.17628945,35.53291404,32.92015797,262.803284,E_facing_slope,10,20,114.481326,E_facing_slope,10
2002B121,2002,B121,G22,39,4871,0.596612779,32.14010778,35.53295201,32.92013903,262.479462,E_facing_slope,11,21,118.3889583,E_facing_slope,11
2002B122,2002,B122,G22,39,4360,0.577367206,38.89530408,35.53298101,32.92015596,262.122498,E_facing_slope,12,22,120.6607196,E_facing_slope,12
2002B124,2002,B124,G19,42,5129,0.192455735,29.42648191,35.53303398,32.92014297,259.856659,E_facing_slope,13,23,125.7973099,E_facing_slope,13
2002B128,2002,B128,G92,1,4948,7.371054657,33.56428022,35.53318896,32.92012403,257.400238,E_facing_slope,14,24,140.4135023,E_facing_slope,14
2002B130,2002,B130,G13,80,4587,0.808314088,35.79676674,35.53325602,32.92015102,256.764618,E_facing_slope,15,25,146.0493203,E_facing_slope,15
2002B131,2002,B131,G19,42,4803,0.153964588,33.69899923,35.53334001,32.92014599,255.572922,E_facing_slope,16,26,153.8856917,E_facing_slope,16
2002B132,2002,B132,G79,9,4954,0.38491147,30.40800616,35.53338904,32.92012897,254.017395,E_facing_slope,17,27,158.7137421,E_facing_slope,17
2002B133,2002,B133,G93,1,4331,2.193995381,39.66512702,35.53341603,32.92016703,253.85701,E_facing_slope,18,28,160.5653385,E_facing_slope,18
2002B134,2002,B134,G86,6,4134,0.981524249,42.147806,35.53351896,32.920119,250.165558,E_facing_slope,19,29,170.8727487,E_facing_slope,19
2002B135,2002,B135,G19,42,5122,0.269438029,29.40723634,35.53360404,32.92014297,247.934708,E_facing_slope,20,30,178.3354013,E_facing_slope,20
2002B142,2002,B142,G65,12,4905,1.077752117,32.67898383,35.53396798,32.92008396,243.159332,Valley,2,32,212.9334932,Valley,2
2002B92,2002,B92,G43,11,4754,0.673595073,17.03233256,35.531714,32.92036501,284.026337,Plateau,7,1,0,Plateau,7
2002B94,2002,B94,G20,69,4452,1.058506543,38.0100077,35.53183503,32.92026903,285.296722,Plateau,8,2,15.55842003,Plateau,8
2002B95,2002,B95,G43,11,4497,0.750577367,21.74749808,35.53186102,32.92027398,281.82074,Plateau,9,3,17.07117212,Plateau,9
2002B96,2002,B96,G43,11,4776,0.808314088,16.74364896,35.53194702,32.92028898,281.281891,Plateau,10,4,23.36150678,Plateau,10
2002B97,2002,B97,G13,80,5178,0.250192456,27.19399538,35.53196898,32.92027599,280.743042,Plateau,11,5,25.80511078,Plateau,11
2002B99,2002,B99,G17,37,5151,0.153964588,27.94457275,35.53201298,32.92027297,281.490112,Plateau,12,6,29.75757098,Plateau,12
2002C151,2002,C151,G28,28,5056,0.211701309,29.36874519,35.52669601,32.92271102,327.199402,Karst,1,1,0,Karst,1
2002C156,2002,C156,G28,28,4372,0.789068514,39.18398768,35.52678603,32.92261999,327.437164,Karst,3,3,13.16974166,Karst,3
2002C157,2002,C157,G94,1,5047,6.216320246,31.63972286,35.52680396,32.92259996,326.035675,Karst,4,4,15.95607903,Karst,4
2002C158,2002,C158,G28,28,5174,0.519630485,27.65588915,35.52682903,32.92256601,325.471466,Karst,5,5,20.37339413,Karst,5
2002C159,2002,C159,G30,40,5076,2.501924557,12.22093918,35.52684797,32.92252502,323.970856,Karst,6,6,25.10656657,Karst,6
2002C160,2002,C160,G30,40,4853,1.289453426,15.10777521,35.52680899,32.92247297,321.579132,Karst,7,7,28.52510166,Karst,7
2002C163,2002,C163,G30,40,5115,1.963048499,11.0469592,35.52675803,32.92234297,316.85202,Karst,8,8,41.37897512,Karst,8
2002C168,2002,C168,G30,40,5144,2.444187837,11.02771363,35.52687597,32.92225496,315.060242,Karst,9,9,53.48084622,Karst,9
2002C173,2002,C173,G30,40,5035,1.385681293,12.12471132,35.52691997,32.92219704,314.85849,Karst,10,10,60.92309637,Karst,10
2002D194,2002,D194,G25,69,4916,0.673595073,30.54272517,35.53400896,32.92012302,241.842361,Valley,4,2,0,Valley,4
2002D196,2002,D196,G95,1,4585,0.269438029,35.60431101,35.53407996,32.92017801,242.819763,Valley,5,3,9.027175953,Valley,5
2002D198,2002,D198,G20,69,5085,0.096227868,29.17628945,35.53406596,32.920206,242.244476,Valley,6,4,10.66290653,Valley,6
2002D200,2002,D200,G20,69,4813,0.250192456,33.0638953,35.534072,32.92028697,243.261902,Valley,7,5,19.1779513,Valley,7
2002D201,2002,D201,G25,69,5098,0.038491147,27.52117013,35.53413603,32.92029301,243.257568,Valley,8,6,22.34009587,Valley,8
2002D202,2002,D202,G20,69,5097,0.500384911,29.02232487,35.53412103,32.92031497,243.230591,Valley,9,7,23.79604912,Valley,9
2002D208,2002,D208,G25,69,4827,0.423402617,31.58198614,35.53416101,32.92039996,243.218796,Valley,12,10,33.94540954,Valley,12
2002D212,2002,D212,G19,42,5079,0.250192456,30.13856813,35.534159,32.92046802,243.769745,Valley,13,11,40.88439535,Valley,13
2002D215,2002,D215,G67,5,4852,0.096227868,32.4865281,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
2002D217,2002,D217,G88,3,5004,0.500384911,29.36874519,35.53425799,32.92057296,243.503815,Valley,16,14,55.22891501,Valley,16
2002D219,2002,D219,G88,3,4933,0.71208622,30.25404157,35.534245,32.92064999,244.455765,Valley,17,15,62.67160228,Valley,17
2002D220,2002,D220,G96,1,4032,1.866820631,44.41878368,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
2002D221,2002,D221,G25,69,5188,0.019245574,26.308699,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
2002D223,2002,D223,G20,69,5165,1.520400308,28.65665897,35.53426696,32.92073901,245.493805,Valley,20,18,72.68634985,Valley,20
2002D224,2002,D224,G25,69,5064,0.115473441,28.13702848,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
2002D225,2002,D225,G97,11,5180,0.750577367,27.23248653,35.53429797,32.92079802,245.590042,Valley,22,20,79.84649602,Valley,22
2002D227,2002,D227,G25,69,5014,0.057736721,28.81062356,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
2002D228,2002,D228,G25,69,4863,0.134719015,31.00461894,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
2002D231,2002,D231,G13,80,5175,0.096227868,27.19399538,35.534245,32.92098602,245.365845,Valley,27,25,98.5682147,Valley,27
2002_Zavitan,2002,Zavitan,G35,13,4087,0.769822941,22.4595843,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014A10,2014,A10,G1,30,4611,0.134719015,34.66127791,35.53275302,32.91814104,268.042328,N_facing_slope,3,3,9.743091887,Upper_N_facing_slope,3
2014A11,2014,A11,G1,30,4639,0.134719015,34.69976905,35.53273399,32.91816199,268.065002,N_facing_slope,4,4,12.52272407,Upper_N_facing_slope,4
2014A12,2014,A12,G1,30,4841,0.115473441,31.73595073,35.53271396,32.91821899,266.433624,N_facing_slope,5,5,19.12449405,Upper_N_facing_slope,5
2014A13,2014,A13,G4,12,4941,1.000769823,31.98614319,35.53273198,32.91825796,265.523254,N_facing_slope,6,6,22.85752165,Upper_N_facing_slope,6
2014A14,2014,A14,G4,12,4782,1.000769823,33.94919169,35.53271396,32.918278,265.569275,N_facing_slope,7,7,25.41363709,Upper_N_facing_slope,7
2014A17,2014,A17,G3,58,4962,1.077752117,30.85065435,35.53270499,32.91835402,263.782684,N_facing_slope,8,8,33.84184968,Middle_N_facing_slope,1
2014A18,2014,A18,G3,58,5090,1.270207852,29.15704388,35.53268597,32.91838302,262.996338,N_facing_slope,9,9,37.38903713,Middle_N_facing_slope,2
2014A19,2014,A19,G3,58,5086,1.462663587,29.44572748,35.53269602,32.918436,260.843018,N_facing_slope,10,10,42.9519425,Middle_N_facing_slope,3
2014A20,2014,A20,G3,58,4709,0.981524249,33.83371824,35.53268999,32.918466,259.64389,N_facing_slope,11,11,46.33803537,Middle_N_facing_slope,4
2014A21,2014,A21,G3,58,5121,1.404926867,29.02232487,35.53267004,32.91850003,258.097534,N_facing_slope,12,12,50.41905323,Middle_N_facing_slope,5
2014A22,2014,A22,G3,58,4372,1.42417244,39.66512702,35.53269401,32.91852702,257.155792,N_facing_slope,13,13,52.96810293,Middle_N_facing_slope,6
2014A24,2014,A24,G8,10,4190,1.231716705,43.12933025,35.53267004,32.91863297,257.108826,N_facing_slope,14,14,64.96827285,Middle_N_facing_slope,7
2014A25,2014,A25,G8,10,5064,1.270207852,30.50423403,35.53264498,32.918666,254.142395,N_facing_slope,15,15,68.99574503,Middle_N_facing_slope,8
2014A28,2014,A28,G3,58,4868,1.36643572,32.21709007,35.53262897,32.91880396,251.986435,N_facing_slope,16,16,84.37550509,Middle_N_facing_slope,9
2014A29,2014,A29,G1,30,5179,0.134719015,27.04003079,35.53264598,32.91880698,251.988098,N_facing_slope,17,17,84.45300019,Middle_N_facing_slope,10
2014A31,2014,A31,G65,12,5100,0.769822941,29.71516551,35.53263903,32.918883,248.03595,N_facing_slope,18,18,92.91899245,Middle_N_facing_slope,11
2014A32,2014,A32,G65,12,4431,0.538876059,38.56812933,35.53260801,32.918912,249.35939,Narrow_valley,1,19,96.56048328,Narrow_valley,1
2014A35,2014,A35,G98,1,5041,0.923787529,29.75365666,35.53260902,32.91905802,247.484879,Narrow_valley,2,20,112.6029006,Narrow_valley,2
2014A39,2014,A39,G11,47,5155,0.211701309,27.40569669,35.53263098,32.91917201,247.65683,Narrow_valley,3,21,124.9255569,Narrow_valley,3
2014A41,2014,A41,G65,12,4339,0.673595073,39.8960739,35.532563,32.91930302,248.250107,Narrow_valley,4,22,140.2114468,Narrow_valley,4
2014A46,2014,A46,G13,80,4860,0.577367206,32.21709007,35.532563,32.91944199,250.390121,S_facing_slope,1,23,155.5322094,S_facing_slope,1
2014A47,2014,A47,G13,80,4776,0.057736721,32.73672055,35.53258496,32.91946102,251.364975,S_facing_slope,2,24,157.3791609,S_facing_slope,2
2014A48,2014,A48,G13,80,4898,0.115473441,31.06235566,35.53257499,32.91947996,251.441467,S_facing_slope,3,25,159.5835229,S_facing_slope,3
2014A49,2014,A49,G13,80,5041,0.057736721,28.90685142,35.53257599,32.91949698,251.399948,S_facing_slope,4,26,161.4532001,S_facing_slope,4
2014A51,2014,A51,G99,1,4331,13.93379523,38.31793687,35.53257901,32.91956697,252.559357,S_facing_slope,5,27,169.1595275,S_facing_slope,5
2014A52,2014,A52,G11,47,4425,0.211701309,37.2786759,35.53255202,32.91959798,254.900055,S_facing_slope,6,28,172.8855998,S_facing_slope,6
2014A54,2014,A54,G13,80,4557,0.096227868,35.50808314,35.53256099,32.919659,258.291748,S_facing_slope,7,29,179.5292409,S_facing_slope,7
2014A56,2014,A56,G13,80,5096,0.153964588,28.25250192,35.532563,32.91969999,258.071533,S_facing_slope,8,30,184.0416945,S_facing_slope,8
2014A57,2014,A57,G100,2,5103,1.36643572,29.38799076,35.532548,32.91974299,259.146393,S_facing_slope,9,31,188.9565785,S_facing_slope,9
2014A59,2014,A59,G16,11,4863,0.885296382,15.45419554,35.53248899,32.919788,261.776764,S_facing_slope,10,32,194.6331964,S_facing_slope,10
2014A63,2014,A63,G52,7,4691,1.212471132,17.82140108,35.53246502,32.91999302,273.239288,S_facing_slope,11,33,217.5463136,S_facing_slope,11
2014A72,2014,A72,G11,47,4951,0.173210162,30.234796,35.53235304,32.92035202,276.924683,Plateau,1,34,258.6095279,Plateau,1
2014A74,2014,A74,G11,47,4873,0.635103926,31.87066975,35.53235698,32.92043801,276.619934,Plateau,2,35,268.0154878,Plateau,2
2014A76,2014,A76,G11,47,4784,0.153964588,32.54426482,35.53239,32.92050297,275.794098,Plateau,3,36,274.7406323,Plateau,3
2014A77,2014,A77,G11,47,4976,0.134719015,29.90762125,35.53237902,32.92051798,276.078278,Plateau,4,37,276.5345644,Plateau,4
2014A8,2014,A8,G18,7,4537,0.827559661,37.25943033,35.53278202,32.91805697,269.774475,N_facing_slope,1,1,0,Upper_N_facing_slope,1
2014A81,2014,A81,G11,47,4404,0.153964588,37.74056967,35.53236804,32.92061202,278.216553,Plateau,5,38,287.0455399,Plateau,5
2014A82,2014,A82,G22,39,5122,0.846805235,28.8491147,35.53233602,32.92064404,278.223785,Plateau,6,39,290.9913213,Plateau,6
2014A9,2014,A9,G1,30,4866,0.057736721,31.40877598,35.53276199,32.91811103,269.161438,N_facing_slope,2,2,6.302295017,Upper_N_facing_slope,2
2014B101,2014,B101,G20,69,5018,0.038491147,30.04234026,35.53214097,32.92024598,281.308899,Plateau,13,7,42.04077058,Plateau,13
2014B102,2014,B102,G20,69,4477,0.019245574,37.22093918,35.53215296,32.92024297,279.60907,Plateau,14,8,43.20968977,Plateau,14
2014B106,2014,B106,G13,80,5009,0.057736721,29.46497306,35.53234398,32.920235,275.900726,Plateau,16,10,60.62118352,Plateau,16
2014B108,2014,B108,G13,80,4744,0.423402617,33.7182448,35.532375,32.92024104,275.937103,E_facing_slope,1,11,63.28978681,E_facing_slope,1
2014B111,2014,B111,G13,80,4778,0.057736721,32.7752117,35.53252202,32.92022704,272.351959,E_facing_slope,2,12,77.05138523,E_facing_slope,2
2014B112,2014,B112,G77,10,5109,1.289453426,29.27251732,35.532605,32.920235,270.564178,E_facing_slope,3,13,84.50766614,E_facing_slope,3
2014B113,2014,B113,G17,37,4797,0.173210162,32.56351039,35.532634,32.92019301,270.641907,E_facing_slope,4,14,88.07546755,E_facing_slope,4
2014B114,2014,B114,G17,37,4815,0.153964588,32.98691301,35.532663,32.92019896,269.6588745,E_facing_slope,5,15,90.58498773,E_facing_slope,5
2014B115,2014,B115,G17,37,4882,0.096227868,31.81293303,35.53271798,32.92019201,268.675842,E_facing_slope,6,16,95.77279261,E_facing_slope,6
2014B116,2014,B116,G23,4,4931,0.423402617,31.8321786,35.53275101,32.920176,267.304169,E_facing_slope,7,17,99.16099323,E_facing_slope,7
2014B117,2014,B117,G22,39,4816,0.481139338,33.08314088,35.53279401,32.920177,266.126526,E_facing_slope,8,18,103.0684816,E_facing_slope,8
2014B119,2014,B119,G22,39,5143,0.596612779,28.67590454,35.53286098,32.92016904,264.822601,E_facing_slope,9,19,109.3767725,E_facing_slope,9
2014B120,2014,B120,G63,5,5051,0.288683603,29.36874519,35.53291404,32.92015797,262.803284,E_facing_slope,10,20,114.481326,E_facing_slope,10
2014B121,2014,B121,G22,39,5043,1.135488838,30.08083141,35.53295201,32.92013903,262.479462,E_facing_slope,11,21,118.3889583,E_facing_slope,11
2014B122,2014,B122,G22,39,5072,0.461893764,29.46497306,35.53298101,32.92015596,262.122498,E_facing_slope,12,22,120.6607196,E_facing_slope,12
2014B124,2014,B124,G19,42,4747,0.115473441,34.25712086,35.53303398,32.92014297,259.856659,E_facing_slope,13,23,125.7973099,E_facing_slope,13
2014B128,2014,B128,G13,80,5112,0.076982294,28.15627406,35.53318896,32.92012403,257.400238,E_facing_slope,14,24,140.4135023,E_facing_slope,14
2014B130,2014,B130,G13,80,5116,0.019245574,28.00230947,35.53325602,32.92015102,256.764618,E_facing_slope,15,25,146.0493203,E_facing_slope,15
2014B131,2014,B131,G19,42,5174,0.134719015,28.65665897,35.53334001,32.92014599,255.572922,E_facing_slope,16,26,153.8856917,E_facing_slope,16
2014B132,2014,B132,G64,3,5113,0.019245574,28.23325635,35.53338904,32.92012897,254.017395,E_facing_slope,17,27,158.7137421,E_facing_slope,17
2014B133,2014,B133,G79,9,4472,0.153964588,36.7013087,35.53341603,32.92016703,253.85701,E_facing_slope,18,28,160.5653385,E_facing_slope,18
2014B134,2014,B134,G86,6,4768,0.115473441,32.81370285,35.53351896,32.920119,250.165558,E_facing_slope,19,29,170.8727487,E_facing_slope,19
2014B135,2014,B135,G19,42,5121,0.173210162,29.56120092,35.53360404,32.92014297,247.934708,E_facing_slope,20,30,178.3354013,E_facing_slope,20
2014B138,2014,B138,G20,69,4818,0.173210162,32.89068514,35.53373496,32.92011498,245.832642,Valley,1,31,190.8880499,Valley,1
2014B142,2014,B142,G65,12,5041,0.538876059,30.54272517,35.53396798,32.92008396,243.159332,Valley,2,32,212.9334932,Valley,2
2014B92,2014,B92,G20,69,4580,0.134719015,36.48960739,35.531714,32.92036501,284.026337,Plateau,7,1,0,Plateau,7
2014B94,2014,B94,G20,69,4894,0.057736721,31.73595073,35.53183503,32.92026903,285.296722,Plateau,8,2,15.55842003,Plateau,8
2014B95,2014,B95,G20,69,4824,0.096227868,32.67898383,35.53186102,32.92027398,281.82074,Plateau,9,3,17.07117212,Plateau,9
2014B96,2014,B96,G20,69,5079,0.192455735,29.33025404,35.53194702,32.92028898,281.281891,Plateau,10,4,23.36150678,Plateau,10
2014B97,2014,B97,G48,11,4599,0.423402617,36.16243264,35.53196898,32.92027599,280.743042,Plateau,11,5,25.80511078,Plateau,11
2014B99,2014,B99,G48,11,4544,0.173210162,36.6243264,35.53201298,32.92027297,281.490112,Plateau,12,6,29.75757098,Plateau,12
2014C151,2014,C151,G28,28,5029,0.32717475,29.84988453,35.52669601,32.92271102,327.199402,Karst,1,1,0,Karst,1
2014C156,2014,C156,G28,28,4701,0.577367206,34.96920708,35.52678603,32.92261999,327.437164,Karst,3,3,13.16974166,Karst,3
2014C157,2014,C157,G28,28,5145,0.307929176,28.04080062,35.52680396,32.92259996,326.035675,Karst,4,4,15.95607903,Karst,4
2014C158,2014,C158,G28,28,5011,0.307929176,29.90762125,35.52682903,32.92256601,325.471466,Karst,5,5,20.37339413,Karst,5
2014C159,2014,C159,G30,40,5059,1.154734411,11.45111624,35.52684797,32.92252502,323.970856,Karst,6,6,25.10656657,Karst,6
2014C160,2014,C160,G30,40,4941,1.212471132,13.64511162,35.52680899,32.92247297,321.579132,Karst,7,7,28.52510166,Karst,7
2014C163,2014,C163,G30,40,4144,1.347190146,27.88683603,35.52675803,32.92234297,316.85202,Karst,8,8,41.37897512,Karst,8
2014C168,2014,C168,G30,40,4746,3.695150115,19.09160893,35.52687597,32.92225496,315.060242,Karst,9,9,53.48084622,Karst,9
2014C173,2014,C173,G30,40,5151,1.42417244,9.949961509,35.52691997,32.92219704,314.85849,Karst,10,10,60.92309637,Karst,10
2014D194,2014,D194,G87,5,4765,1.462663587,16.83987683,35.53400896,32.92012302,241.842361,Valley,4,2,0,Valley,4
2014D196,2014,D196,G20,69,5139,0.500384911,28.86836028,35.53407996,32.92017801,242.819763,Valley,5,3,9.027175953,Valley,5
2014D198,2014,D198,G45,4,4966,0.981524249,14.20323326,35.53406596,32.920206,242.244476,Valley,6,4,10.66290653,Valley,6
